"id","rated","turns","victory_status","winner","increment_code","white_rating","black_rating","opening_eco","opening_name","opening_ply","base_minutes"
"IxMuM0q0","True",53,"resign","white","10+0",1872,1849,"B10","Caro-Kann Defense",2,10
"vcNGx4nb","True",63,"mate","white","10+0",1836,1942,"A01","Nimzo-Larsen Attack: Classical Variation",2,10
"NmAgmmiA","True",28,"resign","white","10+0",1934,1844,"D06","Queen's Gambit Refused: Marshall Defense",4,10
"Dc7XtZxI","True",59,"resign","black","10+0",1855,1823,"A01","Nimzo-Larsen Attack: Classical Variation",2,10
"j0MIJp4R","True",49,"resign","white","10+0",1843,1893,"A01","Nimzo-Larsen Attack: Modern Variation #2",3,10
"vnTKQt11","True",57,"mate","white","10+0",1832,1808,"A01","Nimzo-Larsen Attack",1,10
"HPHmEvki","True",50,"resign","black","10+0",1896,1819,"B00","Caro-Kann Defense: Hillbilly Attack",3,10
"Xqb96ip5","True",55,"mate","white","10+0",1817,1838,"A01","Nimzo-Larsen Attack: Modern Variation #4",5,10
"K3fHmftc","True",106,"mate","black","10+0",1825,1914,"A01","Nimzo-Larsen Attack: Classical Variation",2,10
"EavaPnQx","True",104,"mate","black","10+0",1904,1812,"B11","Caro-Kann Defense: Two Knights Attack |  Mindeno Variation",6,10
"64Ua1ohP","True",93,"resign","white","10+0",1838,1822,"B18","Caro-Kann Defense: Classical Variation",8,10
"1vcpI1Zt","True",62,"resign","black","10+0",1892,1809,"B12","Caro-Kann Defense: Advance Variation |  Short Variation",7,10
"iskAwCtt","True",10,"resign","black","10+0",1817,1920,"A01","Nimzo-Larsen Attack: Modern Variation #4",5,10
"IYtZoSb5","True",95,"outoftime","white","10+0",1985,1823,"B10","Caro-Kann Defense",2,10
"Wv9uQqpc","True",137,"resign","white","10+0",1902,1831,"B12","Caro-Kann Defense: Advance Variation |  Tal Variation",7,10
"3Xw9Vhbx","True",24,"resign","black","10+0",1840,1893,"A01","Nimzo-Larsen Attack: Modern Variation #4",5,10
"2YU9VFvS","True",117,"resign","white","10+0",1830,1803,"A01","Nimzo-Larsen Attack",1,10
"TpuP0rB0","True",85,"outoftime","white","10+0",1820,1808,"A01","Nimzo-Larsen Attack: Modern Variation #2",3,10
"SHceuGUP","True",86,"resign","black","10+0",1819,1810,"B12","Caro-Kann Defense: Advance Variation",5,10
"60jDs1uS","True",60,"resign","black","10+0",1821,1799,"B10","Caro-Kann Defense",2,10
"vpG9Flov","True",137,"outoftime","white","10+0",1787,1809,"A01","Nimzo-Larsen Attack",1,10
"VwwzS0Wk","True",105,"outoftime","white","10+0",1781,1798,"B13","Caro-Kann Defense: Exchange Variation",5,10
"nGC8L38K","True",60,"resign","black","10+0",1810,1762,"A01","Nimzo-Larsen Attack: Modern Variation #4",5,10
"C4OevoS0","True",108,"draw","draw","10+0",1763,1811,"B12","Caro-Kann Defense: Advance Variation |  Short Variation",7,10
"W3gi82OT","True",151,"resign","white","15+0",1712,1797,"B07","Pirc Defense #2",5,15
"lpi6To9z","True",170,"resign","black","15+0",1746,1674,"C44","King's Knight Opening: Normal Variation",4,15
"hjYXZmey","True",46,"resign","black","15+0",1705,1737,"C41","Philidor Defense: Exchange Variation #2",7,15
"mwoEv9zz","True",164,"draw","draw","15+0",1817,1693,"A45","Indian Game",2,15
"Y7CMaNox","True",93,"resign","white","15+0",1652,1648,"C55","Italian Game: Anti-Fried Liver Defense",6,15
"3Cjza2YJ","True",8,"resign","black","15+0",1561,1556,"C50","Italian Game: Hungarian Defense",6,15
"MDKEoIww","True",35,"resign","black","15+0",1594,1734,"C50","Italian Game: Giuoco Pianissimo |  Normal",8,15
"rwqFBG9c","True",117,"draw","draw","15+0",1562,1736,"C00","French Defense: Normal Variation",3,15
"lWWPb1d9","True",13,"resign","white","15+0",1729,1620,"A00","Van't Kruijs Opening",1,15
"zrktxYaI","True",28,"resign","black","15+0",1699,1788,"B13","Caro-Kann Defense: Exchange Variation",5,15
"x7pBBHs1","True",29,"resign","white","15+0",1777,1887,"C55","Italian Game: Two Knights Defense |  de Riviere Gambit",7,15
"jABkKrSZ","True",179,"mate","white","15+0",1500,1801,"C23","Bishop's Opening",3,15
"MBtICa2i","True",52,"resign","black","10+0",2169,2166,"A04","Zukertort Opening: Sicilian Invitation",2,10
"2YYslt7b","True",82,"resign","black","10+0",2166,2153,"B00","Nimzowitsch Defense: Mikenas Variation",4,10
"yrBJyF0c","True",85,"resign","white","10+0",2150,1784,"B20","Sicilian Defense: Wing Gambit",3,10
"d14svd6J","True",64,"resign","black","10+0",2156,2137,"C01","French Defense: Mediterranean Defense",4,10
"zfoBO6xY","True",35,"resign","white","10+0",2125,2072,"D00","Queen's Pawn Game #3",4,10
"ZkslqCAt","True",54,"resign","black","10+0",2211,2109,"B06","Modern Defense: Two Knights Variation",7,10
"KWkUmCqw","True",49,"resign","white","10+0",2106,1725,"A03","Bird Opening: Dutch Variation",2,10
"dEBJ6tNC","True",129,"mate","white","10+0",2113,2120,"D00","Queen's Pawn Game",2,10
"i5PBosNT","True",29,"resign","white","10+0",2100,2276,"E10","Blumenfeld Countergambit Accepted",12,10
"bQ4hCEO0","True",67,"resign","white","10+0",2095,1831,"A57","Benko Gambit Accepted |  Modern Variation",9,10
"m6GwgmRj","True",64,"resign","black","10+0",1982,2085,"C53","Italian Game: Classical Variation |  Albin Gambit",9,10
"I8xAFW3y","True",120,"resign","black","10+0",1868,2079,"D34","Tarrasch Defense: Classical Variation",16,10
"4pdmOE21","True",43,"mate","white","10+0",2077,1509,"D10","Slav Defense #3",6,10
"bdMc9zca","True",30,"resign","black","10+0",1573,2076,"B07","Pirc Defense #3",6,10
"cy4MIRZu","True",73,"draw","draw","10+2",1357,1500,"A35","English Opening: Symmetrical Variation |  Four Knights Variation",6,10
"Gl8mWeS3","True",40,"outoftime","black","9+2",1500,1576,"A22","English Opening: King's English Variation |  Two Knights Variation",4,9
"22eVWYYr","True",44,"resign","black","8+0",1918,1888,"D10","Slav Defense #2",5,8
"XT0AedUt","True",117,"resign","white","8+0",1874,1951,"C11","French Defense: Steinitz Variation |  Boleslavsky Variation",13,8
"YlbWYC6C","True",38,"resign","black","8+0",1990,1859,"D43","Semi-Slav Defense",8,8
"30P5D7Bp","True",51,"mate","white","8+0",1841,2036,"C11","French Defense: Steinitz Variation |  Boleslavsky Variation",13,8
"lsnL9RCe","True",81,"outoftime","white","8+3",2465,2041,"E15","Queen's Indian Defense: Fianchetto Variation |  Saemisch Variation",10,8
"QYtqsI6n","True",64,"resign","black","15+15",2079,2032,"E20","Nimzo-Indian Defense: Ragozin Variation",8,15
"aitKBfrd","True",139,"resign","white","10+0",1990,2119,"C00","French Defense: Alapin Gambit",5,10
"EAiJryge","True",83,"resign","white","8+0",2125,2115,"C00","French Defense: King's Indian Attack",3,8
"3yV7Cwm1","True",74,"resign","black","15+2",2240,2074,"C05","French Defense: Tarrasch Variation |  Closed Variation #2",12,15
"fW8OtWXr","True",62,"resign","white","8+0",2082,1796,"D31","Queen's Gambit Declined: Janowski Variation",6,8
"RjZDm37n","True",70,"mate","black","15+0",1738,1500,"C02","French Defense: Advance Variation |  Paulsen Attack",9,15
"Ya7aYQXK","True",17,"mate","white","11+0",1564,1500,"C46","Three Knights Opening",5,11
"XYmHYXp0","True",138,"outoftime","black","10+0",1539,1559,"D20","Queen's Gambit Accepted: Old Variation",5,10
"oEMh10sw","True",65,"resign","white","10+0",1693,1661,"B06","Robatsch (Modern) Defense",4,10
"Vg8BPXws","True",69,"mate","white","10+0",1679,1785,"D01","Queen's Pawn Game: Chigorin Variation",4,10
"BKK07spM","True",116,"outoftime","black","10+0",1799,1665,"C00","French Defense: Knight Variation",3,10
"fdG0FDQD","True",75,"mate","white","10+0",1636,1677,"D00","Queen's Pawn Game #2",3,10
"OsKXXcYe","True",57,"resign","black","10+0",1686,1723,"A40","Modern Defense",2,10
"7XZTCmdN","True",49,"resign","white","10+0",1713,1696,"B01","Scandinavian Defense",2,10
"qoLhGLKJ","True",78,"mate","black","10+0",1707,1702,"E80","King's Indian Defense: Saemisch Variation",9,10
"QGgvHZqm","True",70,"resign","black","15+0",1901,1861,"B06","Robatsch (Modern) Defense",4,15
"STz2Qeqj","True",59,"resign","white","10+0",1852,1781,"A40","Modern Defense",2,10
"Uk6KqfG5","True",103,"outoftime","white","8+0",1572,1680,"B20","Sicilian Defense: Bowdler Attack",3,8
"ISlrJaJp","True",53,"resign","white","10+0",1672,1574,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,10
"SPzTcJ0R","True",63,"outoftime","white","8+0",1661,1630,"C00","Queen's Pawn Game: Franco-Sicilian Defense",4,8
"xjht1Box","True",38,"resign","black","10+0",1500,1654,"B50","Sicilian Defense",4,10
"sjS7n7m2","True",28,"resign","black","15+15",1160,1166,"C50","Italian Game",5,15
"VvXQ3AKo","True",35,"resign","black","15+15",1174,1385,"D06","Queen's Gambit Refused: Marshall Defense",4,15
"AH95kYbN","True",115,"mate","white","10+0",1154,1195,"C44","Scotch Game",5,10
"87RqRuNl","True",27,"resign","black","10+0",2046,1929,"B01","Scandinavian Defense: Classical Variation",10,10
"WGW6TA24","True",115,"mate","white","15+0",1594,1525,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,15
"YICcBw5g","True",2,"resign","black","20+0",1586,1333,"D00","Queen's Pawn Game",2,20
"4QJCulfH","True",53,"resign","white","10+0",1639,1596,"E00","Indian Game: East Indian Defense",4,10
"1HV7Ecyz","True",57,"resign","black","10+0",1598,1940,"B22","Sicilian Defense: Alapin Variation",3,10
"uOE0qPQE","True",50,"resign","black","10+0",1612,1529,"C65","Ruy Lopez: Berlin Defense #2",6,10
"DyFwBZXu","True",55,"resign","white","10+0",1698,1621,"C45","Scotch Game: Classical Variation |  Intermezzo Variation",10,10
"w0hLdtHv","True",35,"mate","white","10+0",1619,1188,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,10
"dyPfmZqn","True",104,"resign","black","10+0",1599,1608,"C40","King's Pawn Game: Gunderam Gambit",4,10
"qOoK0Ki8","True",131,"draw","draw","8+0",2145,2251,"A13","English Opening: Agincourt Defense",2,8
"TuH1ks23","True",120,"resign","black","10+0",2039,2102,"A22","English Opening: Carls-Bremen System",5,10
"zZhq1R8u","True",47,"resign","white","10+0",2092,2048,"B33","Sicilian Defense: Lasker-Pelikan Variation",10,10
"me3pUa2i","True",48,"resign","black","10+0",2109,1966,"B70","Sicilian Defense: Dragon Variation |  Fianchetto Variation",11,10
"ux0HILfp","True",52,"resign","black","10+0",1866,2104,"C55","Italian Game: Deutz Gambit",9,10
"qwjHGiIz","True",83,"resign","black","10+0",2117,2087,"B01","Scandinavian Defense: Modern Variation #2",4,10
"DMLyB5io","True",107,"resign","white","10+0",2113,1838,"C42","Petrov's Defense #2",5,10
"cLmYAUEi","True",39,"mate","white","10+0",2104,1980,"C06","French Defense: Tarrasch Variation |  Closed Variation |  Main Line",15,10
"c3MJuzuo","True",64,"resign","black","10+0",1988,2095,"C45","Scotch Game: Schmidt Variation",8,10
"IuQFiesy","True",42,"mate","black","10+0",1872,2089,"C50","Italian Game: Giuoco Pianissimo |  Normal",8,10
"swoYrh7K","True",145,"resign","white","10+0",2083,1876,"C00","Rat Defense: Small Center Defense",4,10
"xXXHd0D5","True",48,"resign","black","10+0",1775,2079,"C21","Danish Gambit Declined |  Sorensen Defense",6,10
"Kgn4Tk4p","True",43,"resign","white","10+0",2077,1694,"B01","Scandinavian Defense: Modern Variation #2",4,10
"Vl54hoXz","True",62,"resign","black","10+0",1628,2075,"C55","Italian Game: Deutz Gambit",9,10
"TiUuX1eA","True",32,"resign","white","10+0",2244,2082,"D00","Queen's Pawn Game: Mason Attack",3,10
"BImCVEhK","True",83,"mate","white","10+0",2080,1639,"C62","Ruy Lopez: Steinitz Defense",6,10
"JHHK4fkp","True",70,"resign","black","10+0",2100,1827,"C40","Latvian Gambit Accepted |  Bilguer Variation",9,10
"lum1NIsW","True",58,"resign","black","10+0",1702,2098,"C50","Italian Game: Giuoco Pianissimo |  Normal",8,10
"bqpgmE6f","True",52,"resign","black","10+0",2111,2084,"C70","Ruy Lopez: Morphy Defense |  Schliemann Defense Deferred",8,10
"9lGdrqRP","True",182,"mate","black","10+0",1746,2108,"C50","Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation",9,10
"M9ZxReCs","True",56,"mate","black","10+0",1527,2108,"A00","Van't Kruijs Opening",1,10
"viulFwxu","True",48,"resign","black","10+0",2126,1906,"B21","Sicilian Defense: Smith-Morra Gambit",5,10
"zIH1rtXE","True",54,"resign","black","10+0",1917,2121,"C33","King's Gambit Accepted |  Bishop's Gambit",5,10
"aWO9pt5f","True",19,"draw","draw","16+20",1334,1550,"C50","Italian Game: Schilling-Kostic Gambit",6,16
"yc7suCxP","True",123,"mate","white","16+20",1314,1571,"C50","Italian Game: Schilling-Kostic Gambit",6,16
"FUlxffqd","True",25,"mate","white","16+20",1566,1319,"C50","Four Knights Game: Italian Variation",8,16
"H9gsFYhd","True",22,"mate","black","16+20",1324,1560,"C50","Italian Game: Schilling-Kostic Gambit",6,16
"rGtqWcGa","True",79,"mate","white","16+20",1554,1329,"A40","Englund Gambit",2,16
"PF4YI3Wq","True",105,"resign","white","16+0",1548,1335,"C40","King's Pawn Game: Busch-Gass Gambit",4,16
"Hy3lYzIY","True",22,"mate","black","16+0",1341,1542,"C50","Italian Game: Schilling-Kostic Gambit",6,16
"lt1H1l3T","True",84,"resign","white","20+0",1258,1561,"C23","Bishop's Opening",3,20
"3YG6TEsv","True",44,"mate","black","20+0",1347,1554,"A00","Van't Kruijs Opening",1,20
"u4DfaSGT","True",23,"mate","white","15+25",1552,1075,"C40","King's Pawn Game: Busch-Gass Gambit",4,15
"kdUgTD8f","True",64,"resign","black","10+1",1351,1533,"C20","King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit",4,10
"wW08ojaV","True",68,"resign","black","8+0",2166,2318,"B12","Caro-Kann Defense: Advance Variation |  Tal Variation",7,8
"2zk6A7C4","True",93,"resign","white","8+0",2308,2173,"B53","Sicilian Defense: Chekhover Variation",7,8
"v0ZdHma3","True",74,"resign","black","8+0",2180,2298,"B12","Caro-Kann Defense: Advance Variation |  Tal Variation",7,8
"MUbiPv7k","True",63,"resign","white","10+0",1968,1626,"C65","Ruy Lopez: Berlin Defense #2",6,10
"kVBIZUvQ","True",65,"resign","black","10+0",1637,1640,"B27","Sicilian Defense: Hyperaccelerated Pterodactyl",6,10
"iu2Vg8fs","True",17,"outoftime","white","10+0",1630,1649,"D06","Queen's Gambit Refused: Marshall Defense",4,10
"o1TZ5s9x","True",37,"resign","white","10+0",1643,1466,"B90","Sicilian Defense: Najdorf Variation |  English Attack",11,10
"pmxijIKE","True",55,"resign","white","10+0",1590,1656,"C45","Scotch Game: Classical Variation |  Intermezzo Variation",10,10
"qkTiU2Ar","True",73,"resign","black","10+0",1671,1560,"B10","Caro-Kann Defense",2,10
"50NMFgjj","True",35,"resign","white","10+0",1658,1683,"C34","King's Gambit Accepted |  MacLeod Defense",6,10
"UQYsVgiH","True",145,"mate","white","10+0",1670,1716,"C57","Italian Game: Two Knights Defense |  Traxler Counterattack |  Bishop Sacrifice Line",9,10
"uThVX3md","True",56,"mate","black","10+0",1145,1669,"D00","Queen's Pawn Opening: Veresov |  Richter Attack",5,10
"Ve3oQEp0","True",39,"resign","white","10+0",1655,1733,"C57","Italian Game: Two Knights Defense |  Traxler Counterattack |  Bishop Sacrifice Line",9,10
"TxSRzTRT","True",146,"outoftime","black","10+0",1659,1979,"A40","Modern Defense",2,10
"vwLg6LXB","True",99,"mate","white","10+0",1650,1563,"D02","Queen's Pawn Game: Chigorin Variation",4,10
"0IHveuCq","True",57,"resign","black","10+0",1579,1641,"C45","Scotch Game: Classical Variation |  Intermezzo Variation",10,10
"TvDlR9tC","True",110,"mate","black","10+0",1649,1761,"C00","French Defense: Steinitz Attack",3,10
"03NoaOf5","True",51,"resign","black","10+0",1791,1633,"C45","Scotch Game: Classical Variation |  Intermezzo Variation",10,10
"nJF0hHw4","True",94,"mate","black","10+0",1569,1624,"A00","Hungarian Opening",1,10
"5ItGKfcd","True",45,"resign","white","10+0",1613,1593,"C55","Italian Game: Anti-Fried Liver Defense",6,10
"jHD7ENiH","True",33,"resign","black","10+0",1523,1605,"D02","Queen's Pawn Game: Zukertort Variation",3,10
"4bm478zE","True",54,"resign","black","10+0",1792,1588,"C46","Four Knights Game: Gunsberg Variation",7,10
"LcYHToKn","True",66,"resign","black","10+0",1600,1584,"C54","Italian Game: Classical Variation |  Greco Gambit |  Moeller-Therkatz Attack",17,10
"ehGFXwLB","True",93,"resign","white","10+0",1589,1563,"B02","Alekhine Defense: Scandinavian Variation |  Geschev Gambit",6,10
"ayNGChBy","True",79,"resign","black","10+0",1593,1885,"B90","Sicilian Defense: Najdorf Variation |  English Attack",11,10
"qD3udL50","True",78,"resign","black","10+0",1587,1582,"A00","Hungarian Opening",1,10
"PsrBfkbV","True",44,"resign","black","10+0",1592,1628,"C00","French Defense: Knight Variation",3,10
"M5bk9E0E","True",44,"resign","black","15+15",1196,1264,"D00","Queen's Pawn Game: Mason Attack",3,15
"FbvYoZkc","True",39,"resign","white","15+15",1186,1098,"D00","Queen's Pawn Game: Mason Attack",3,15
"WlQbikSp","True",53,"outoftime","white","10+0",1459,1191,"B50","Sicilian Defense",4,10
"qEyPJPcq","True",73,"resign","black","15+15",1146,1158,"B52","Sicilian Defense: Canal Attack |  Main Line",6,15
"8i7IrG15","True",61,"outoftime","white","10+0",1332,1167,"D11","Slav Defense: Quiet Variation",7,10
"jZg3LqpE","True",49,"mate","white","15+15",1160,946,"D00","Queen's Pawn Game: Mason Attack",3,15
"9OtyUKAv","True",24,"resign","black","10+0",1166,1422,"D20","Queen's Gambit Accepted: Central Variation |  McDonnell Defense |  Somov Gambit",7,10
"dQDIOB43","True",45,"resign","white","10+0",1473,1170,"A45","Indian Game",2,10
"CDaHqWz7","True",16,"mate","black","10+0",1081,1133,"B01","Scandinavian Defense",2,10
"BpIz9V5h","True",46,"resign","black","10+0",1151,1118,"C40","King's Pawn Game: McConnell Defense",4,10
"4AdrWuwX","True",71,"mate","white","10+0",1133,1161,"C41","Philidor Defense #2",4,10
"TX5ugVRR","True",63,"mate","white","10+0",952,1159,"B20","Sicilian Defense",2,10
"dn4638uC","True",49,"resign","white","10+0",1194,1175,"B23","Sicilian Defense: Closed Variation",3,10
"CUEfPrCD","True",7,"resign","white","10+0",1227,1192,"B20","Sicilian Defense: Staunton-Cochrane Variation",3,10
"ANIwl8cl","True",49,"mate","white","10+0",1217,1210,"A45","Canard Opening",3,10
"caGmLwV1","True",134,"mate","black","10+0",1228,1262,"B01","Scandinavian Defense: Main Line |  Mieses Variation",8,10
"4SfPvlK9","True",18,"resign","black","10+0",1244,1263,"C42","Petrov's Defense",4,10
"eYwwzMJW","True",99,"resign","white","10+0",1229,1133,"C57","Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation",8,10
"UoLP0pdu","True",131,"mate","white","10+0",1334,1246,"B54","Sicilian Defense #2",6,10
"5uWXgwzi","True",60,"resign","black","10+0",1269,1269,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,10
"vftHWpQS","True",104,"mate","black","10+0",1393,1234,"E61","Indian Game: West Indian Defense",4,10
"qi6m9VbZ","True",44,"resign","black","10+0",1214,1594,"C41","Philidor Defense: Exchange Variation #2",7,10
"V75vmugI","True",41,"resign","white","10+0",1793,1216,"C01","French Defense: Exchange Variation",5,10
"Asw1PZQm","True",154,"mate","black","10+0",1224,1530,"B27","Sicilian Defense",3,10
"2hBy2eJ2","True",56,"mate","black","10+0",1226,1848,"C46","Four Knights Game",6,10
"svP0zGTr","True",49,"resign","white","10+0",2191,1174,"C10","French Defense: Rubinstein Variation",6,10
"1AavmYZr","True",57,"mate","white","10+0",1139,1221,"D20","Queen's Gambit Accepted: Saduleto Variation",5,10
"RoLsps2b","True",111,"resign","white","10+0",1503,1146,"A45","Indian Game: Pawn Push Variation",3,10
"UbDUElxP","True",46,"mate","black","10+0",1156,1111,"C02","French Defense: Advance Variation |  Nimzowitsch System",7,10
"q5qFT3vV","True",70,"resign","black","10+0",1136,1227,"B01","Scandinavian Defense: Mieses-Kotroc Variation",4,10
"GffTEAAp","True",75,"outoftime","white","10+0",1212,1169,"C41","Philidor Defense",5,10
"FFSn9BqV","True",41,"resign","white","10+0",1353,1192,"C00","French Defense: Knight Variation",3,10
"UpJDgwFH","True",32,"mate","black","10+0",1237,1237,"C50","Italian Game: Schilling-Kostic Gambit",6,10
"kcGdED9V","True",86,"outoftime","black","10+0",1285,1309,"C40","King's Pawn Game: Damiano Defense",4,10
"i9NprUbn","True",27,"mate","white","10+0",1220,1252,"D02","Queen's Pawn Game: London System",5,10
"1ZpPcof6","True",51,"resign","white","10+0",1313,1285,"C01","French Defense: Exchange Variation",5,10
"kVFi8zCG","True",28,"resign","black","10+0",1197,1197,"C02","French Defense: Advance Variation #3",5,10
"lLXM414V","True",89,"resign","white","10+0",1323,1310,"B01","Scandinavian Defense: Main Line",6,10
"wa3HvV4P","True",33,"resign","black","10+0",1500,1471,"C62","Ruy Lopez: Steinitz Defense",6,10
"dHo5jtV7","True",72,"mate","black","10+0",1730,1656,"A00","Hungarian Opening",1,10
"LAO7zlda","True",92,"outoftime","black","10+0",1662,1844,"C41","Philidor Defense #3",5,10
"yYbbjJga","True",48,"resign","black","10+0",1440,1647,"C20","King's Pawn Game: Leonardis Variation",3,10
"E0IYFH2M","True",73,"resign","black","10+0",1655,1762,"B00","Owen Defense",2,10
"pxFCsxI1","True",66,"resign","white","10+0",1636,1939,"C55","Italian Game: Two Knights Defense",6,10
"PYE7e3w3","True",122,"draw","draw","10+0",1366,1644,"D01","Richter-Veresov Attack",5,10
"0UAU6MtT","True",124,"outoftime","black","10+0",1656,1612,"B32","Sicilian Defense: Open #3",7,10
"VcLv1UWk","True",70,"resign","black","10+0",1549,1648,"D00","Queen's Pawn Game",2,10
"6YIyjoWy","True",39,"mate","white","10+0",1641,1488,"B54","Sicilian Defense #2",6,10
"O9e3Nnvb","True",39,"resign","white","10+0",1428,1659,"C68","Ruy Lopez: Exchange Variation |  Lutikov Variation",8,10
"QBhcLkqF","True",110,"outoftime","black","10+0",1632,1648,"D00","Queen's Pawn Game #3",4,10
"rLWGpnk3","True",52,"resign","white","10+0",1643,1457,"C50","Giuoco Piano",6,10
"yVWSQ1jj","True",87,"outoftime","white","10+0",1582,1656,"C23","Bishop's Opening",3,10
"BcwnHz3b","True",50,"resign","white","10+0",1651,1437,"C55","Italian Game: Two Knights Defense",6,10
"XqiCVCV2","True",63,"resign","white","10+0",1646,1436,"C50","Giuoco Piano",6,10
"1W7FWOD1","True",121,"mate","white","10+0",1632,1692,"B00","Owen Defense",2,10
"VAcwCILy","True",36,"resign","white","10+0",1653,1624,"D10","Slav Defense #2",5,10
"n0YNfSbE","True",82,"resign","black","10+0",1638,1552,"C55","Italian Game: Anti-Fried Liver Defense",6,10
"xryqeo3m","True",128,"resign","black","10+0",1610,1627,"C70","Ruy Lopez: Morphy Defense |  Caro Variation",8,10
"zxlIFVRM","True",57,"mate","white","10+0",1616,1586,"C50","Italian Game",5,10
"PCqwEzd9","True",61,"resign","white","10+0",1607,1542,"B40","Sicilian Defense: Marshall Counterattack",6,10
"el7m5tNt","True",75,"outoftime","white","10+0",1616,1618,"C44","Ponziani Opening",5,10
"XdJ5hQQh","True",64,"resign","black","10+0",1491,1624,"C23","Bishop's Opening",3,10
"cmxoLJVH","True",60,"outoftime","black","10+0",1573,1614,"C46","Four Knights Game: Italian Variation",7,10
"EZfnd5ka","True",93,"outoftime","white","10+0",1462,1631,"C21","Center Game Accepted",4,10
"r2oWdapQ","True",44,"draw","draw","10+0",1638,1413,"B13","Caro-Kann Defense: Exchange Variation",5,10
"fGu3oDwW","True",92,"resign","black","10+0",1178,1636,"C53","Italian Game: Classical Variation |  La Bourdonnais Variation",12,10
"44FvhS2j","True",92,"outoftime","black","10+0",1649,1597,"B06","Robatsch (Modern) Defense",4,10
"8nHOVQF6","True",95,"resign","white","10+0",1639,1588,"C42","Russian Game: Urusov Gambit",5,10
"qmgBZIYJ","True",56,"resign","white","10+0",1630,1560,"B33","Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation",11,10
"wEjmMabt","True",32,"mate","black","10+0",1477,1622,"C50","Italian Game: Rosentreter Gambit",7,10
"5y5Cjkej","True",89,"outoftime","white","10+0",1601,1998,"C50","Giuoco Piano",6,10
"4Za5ti33","True",77,"resign","white","10+0",2135,1602,"A02","Bird Opening",1,10
"VRiPB8ap","True",31,"resign","white","10+0",1584,1786,"B34","Sicilian Defense: Accelerated Dragon |  Modern Variation",9,10
"yib185CP","True",59,"resign","white","10+0",1844,1589,"D10","Slav Defense #2",5,10
"wVL70DHa","True",138,"outoftime","draw","10+0",1579,1986,"C55","Italian Game: Two Knights Defense",6,10
"IDFzxPkd","True",26,"resign","black","10+0",1446,1572,"D10","Slav Defense: Exchange Variation",5,10
"Hd6v1a5z","True",92,"resign","black","10+0",1881,1935,"B30","Sicilian Defense: Old Sicilian",4,10
"AYnIjKyu","True",60,"mate","black","10+0",2011,1865,"D02","Queen's Pawn Game: Zukertort Variation",3,10
"gJdKkGrL","True",60,"resign","black","10+0",1875,1921,"C42","Russian Game: Three Knights Game",5,10
"hCT7kEBW","True",70,"mate","black","10+0",1924,1861,"D02","Queen's Pawn Game: Zukertort Variation",3,10
"jkA9jIQH","True",24,"resign","black","10+0",1875,1809,"C00","French Defense: Two Knights Variation",5,10
"SJPQiiuu","True",62,"mate","black","10+0",1342,1874,"A00","Van't Kruijs Opening",1,10
"VZ1SuDXc","True",39,"mate","white","10+0",1495,1896,"D06","Queen's Gambit Refused: Marshall Defense",4,10
"UryOJ0bg","True",52,"mate","black","10+0",1905,2022,"B40","Sicilian Defense: French Variation",4,10
"KJst3X08","True",125,"resign","black","10+0",1804,1895,"C00","Rat Defense: Small Center Defense",4,10
"VVUGZmXi","True",34,"resign","black","10+0",1899,2207,"C00","French Defense: Two Knights Variation",5,10
"yWF7OTID","True",32,"resign","white","10+0",2005,1908,"B10","Caro-Kann Defense",2,10
"TmcT9dH5","True",48,"resign","black","10+0",1688,1899,"D37","Queen's Gambit Declined: Three Knights Variation",7,10
"3BXegkU1","True",68,"outoftime","black","10+0",1932,1886,"B21","Sicilian Defense: McDonnell Attack",3,10
"7MZ6YxJw","True",137,"mate","white","10+0",1908,1898,"C41","Philidor Defense: Exchange Variation",8,10
"5XmQAki6","True",59,"mate","white","10+0",1897,1303,"B02","Alekhine Defense: Scandinavian Variation",4,10
"j71jhVzv","True",85,"draw","draw","10+0",1524,1906,"A40","Queen's Pawn",1,10
"0FFD0bi0","True",113,"outoftime","white","10+0",1898,1790,"C26","Vienna Game: Falkbeer Variation",4,10
"E5v7brrU","True",46,"resign","black","10+0",1907,1983,"C20","King's Pawn Game: Macleod Attack",3,10
"3CVtIai5","True",52,"mate","black","10+0",1516,1905,"A41","Queen's Pawn",2,10
"K1FdPQq3","True",104,"mate","black","10+0",1716,1972,"B76","Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Belezky Line",14,10
"KnIWlMmp","True",97,"resign","white","10+0",1963,1857,"A11","English Opening: Caro-Kann Defensive System",2,10
"y12i0QRj","True",55,"resign","white","10+0",1953,1894,"A10","English Opening: Anglo-Scandinavian Defense",2,10
"WrZLLrdO","True",84,"mate","black","10+0",1753,1947,"B27","Sicilian Defense: Hyperaccelerated Dragon",4,10
"Z3riOutq","True",60,"outoftime","black","10+0",1912,1936,"A00","Polish Opening: Birmingham Gambit",2,10
